Signal Recording: Id=eda68de99dee4e9299d31c34fee9a5f9 (started 16:02:56 and finished 16:03:15)

Time	J1	J2	J3	J4	J5	J6
8.376	57.3499087622547	-17.5295336557706	53.0962547773729	189.042437809623	-45.2151487959999	-38.3112994508831
8.4	54.949913476601	-17.4377256680418	53.0341717729121	189.78778903299	-45.4365391326621	-41.192030771079
8.424	52.5499113607582	-17.3459176803131	52.9720887684512	190.5331129356	-45.6579260542297	-44.0727620912748
8.448	50.1499160751045	-17.2541096925844	52.9100057639904	191.27843683821	-45.8793129757974	-46.9534934114707
8.472	47.7499173743563	-17.1623017048557	52.847919344435	192.023788061577	-46.100699897365	-49.8342247316665
8.496	45.3499220887026	-17.0704954246742	52.7858363399742	192.769111964187	-46.3220902340272	-52.7149560518624
8.52	42.9499199728598	-16.9786874369455	52.7237533355133	193.514449527175	-46.5434737405002	-55.5956873720582
8.544	40.5499246872061	-16.8868794492168	52.6616703310525	194.259787090164	-46.7648606620678	-58.476418692254
8.568	38.1499294015524	-16.7950731690353	52.5995873265917	195.005124653152	-46.9862509987301	-61.3571465973553
8.592	35.7454705872762	-16.695024558073	52.5224471701056	195.743399800539	-47.2134265056193	-64.2167009160295
8.616	33.3493548490711	-16.5055858463481	52.2794597752878	196.385164374953	-47.499601186559	-66.7712736278843
8.64	31.1146877073721	-16.1675495390404	51.7541430960329	196.814796934125	-47.8740014210079	-68.6231633081174
8.664	29.0638243713328	-15.6675148049984	50.9206858474675	197.010440872711	-48.3440584547827	-69.698658555206
8.688	27.0241096115663	-14.9976166813927	49.7722851611783	197.024347137861	-48.9265472324852	-70.2008618743095
8.712	24.7427956929308	-14.1769907969568	48.3557210027905	196.965184039271	-49.6255863581847	-70.5278435204455
8.736	22.3455734640801	-13.3114777630693	46.8612790274863	196.89968252513	-50.3622666564002	-70.860951846267
8.76	19.9455747633319	-12.4473128377691	45.3694530146342	196.836571577199	-51.098236614942	-71.2021607764442
8.784	17.5455777701309	-11.583147912469	43.8776270017822	196.77344696889	-51.8341997432946	-71.5433697066213
8.808	15.1455790693827	-10.7189812796216	42.3858009889301	196.710336020959	-52.570173116931	-71.8845854669877
8.832	12.7455820761817	-9.85481635432148	40.8939783911726	196.647225073028	-53.3061430754728	-72.2257943971648
8.856	10.3455859367544	-8.99065057524771	39.4021523783205	196.584100464719	-54.0421062038254	-72.567003327342
8.88	7.94558808977981	-8.12648564994759	37.910329780563	196.52097585641	-54.7780761623672	-72.9082190877083
8.904	5.54559109657885	-7.26231987087383	36.4185037677109	196.457864908479	-55.514046120909	-73.2494280178854
8.928	3.14559324960424	-6.39815451868688	34.9266811699534	196.39474030017	-56.2500194945454	-73.5906437782518
8.952	0.74559614968158	-5.53398916649993	33.4348551571013	196.33161569186	-56.9859826228981	-73.9318527084289
8.976	-1.6544011636845	-4.66982381431299	31.9430291442492	196.268518404308	-57.7219559965344	-74.2730616386061
9	-4.05439858377228	-3.80565803523922	30.4512031313971	196.205393795999	-58.4579225399817	-74.6142773989724
9.024	-6.45439557697323	-2.94149268305228	28.9593805336396	196.142269187689	-59.1938890834289	-74.9554863291496
9.048	-8.85439342394784	-2.07732733086533	27.4675545207875	196.07914457938	-59.9298556268761	-75.2966952593267
9.072	-11.2543895633752	-1.21316176523497	25.9757302154827	196.016033631449	-60.6658290005125	-75.6379110196931
9.096	-13.6543874103498	-0.348996306326324	24.4839042026306	195.95290902314	-61.4018023741489	-75.9791267800594
9.12	-16.0543852573244	0.515169099221474	22.9920798973258	195.889784414831	-62.1377620874069	-76.3203288800474
9.144	-18.4543822505253	1.37933461149098	21.5002538844737	195.826687127278	-62.8737354610433	-76.6615446404137
9.168	-20.8543809512736	2.24350007039963	20.0084312867162	195.763562518969	-63.6097020044905	-77.00276040078
9.192	-23.2543779444745	3.10766563602999	18.5166052738641	195.70043791066	-64.3456753781269	-77.343962500768
9.216	-25.6543732301282	3.97183098821693	17.024779261012	195.637326962729	-65.0816419215741	-77.6851782611343
9.24	-28.0543719308764	4.83599634040388	15.5329549557072	195.574202354419	-65.8176084650213	-78.0263940215007
9.264	-30.4543689240774	5.70016211947764	14.0411306504024	195.51107774611	-66.5535818386577	-78.3676029516778
9.288	-32.8543676248256	6.56432747166459	12.5493063450976	195.447966798179	-67.2895483821049	-78.708811881855
9.312	-35.1803919617681	7.4018572205226	11.1034611657381	195.386795623973	-68.0028318673185	-79.0395091508995
9.336	-37.2443863364867	8.14503900505429	9.82049379996852	195.332509280449	-68.6357650071361	-79.3329477380216
9.36	-39.0393088239473	8.79133540998299	8.70477813017871	195.285312673285	-69.1861826315907	-79.5881440959808
9.384	-40.5714431981862	9.34329068077454	7.75292809008761	195.235752820667	-69.6556488540024	-79.80762539477
9.408	-41.8830307641254	9.83578744729383	6.97485343040727	194.532256996534	-70.0309267677596	-80.1143282092602
9.432	-42.9356756133457	10.2836634417391	6.44710776512883	192.228311246084	-70.2621355013537	-80.6730513437456
9.456	-43.7277419155408	10.678440691803	6.15621128903846	188.584678531449	-70.3592403007837	-81.436707474088
9.48	-44.263539520077	10.9908313463246	6.04278532569982	184.620901190037	-70.3646088294714	-82.2226778324489
9.504	-44.6522831517829	11.249266067724	6.01891509521109	180.694293738088	-70.3262163361467	-82.9817577360475
9.528	-44.9728273446262	11.4882390188571	6.04680574580002	176.601016010013	-70.260141086116	-83.7614101694261
9.552	-45.2401063072271	11.7080891478615	6.10790861811495	172.507287489452	-70.1776460613206	-84.5338362626628
9.576	-45.4760927581457	11.9165465213303	6.18823633850935	168.418490365473	-70.0857322056597	-85.3010645819412
9.6	-45.6946963776265	12.1186953613269	6.27926995354093	164.331851581271	-69.9885522741488	-86.0655198444165
9.624	-45.9060019399792	12.3182384841552	6.37488278352418	160.244666381935	-69.8891047198334	-86.8290666917322
9.648	-46.1181305401268	12.5180548145503	6.46994962526065	156.15813688076	-69.7899303730848	-87.5926067088588
9.672	-46.331143649772	12.7179923808031	6.56410122164833	152.078137040431	-69.6913024414698	-88.3551017070423
9.696	-46.5441499292281	12.9179299470559	6.65825281803602	147.998137200102	-69.5926608494765	-89.1175967052259
9.72	-46.7571630388732	13.1178675133088	6.75240484131053	143.918123699395	-69.4940260876724	-89.8800780430311
9.744	-46.9701727334238	13.3178050795616	6.84655643769822	139.838123859066	-69.3953981560574	-90.6425730412146
9.768	-47.183185843069	13.5177426458145	6.94070846097273	135.758124018737	-69.2967565640641	-91.4050680393982
9.792	-47.3961955376196	13.717681065841	7.03486005736041	131.67811051803	-69.1981286324491	-92.1675630375817
9.816	-47.6092086472648	13.9176186320938	7.1290116537481	127.598110677701	-69.0994938706449	-92.9300512055761
9.84	-47.8222183418154	14.1175561983467	7.22316325013579	123.518097176994	-69.0008522786516	-93.6925462037596
9.864	-48.0352314514606	14.3174937645995	7.31731570029712	119.438097336666	-68.9022243470366	-94.455034371754
9.888	-48.2482377309166	14.517432184626	7.41146729668481	115.358097496337	-68.8035827550433	-95.2175293699376
9.912	-48.4612508405618	14.7173688971052	7.5056188930725	111.27808399563	-68.7049479932391	-95.9800175379319
9.936	-48.6742605351124	14.9173056095844	7.59977048946018	107.198084155301	-68.6063200616241	-96.7425125361155
9.96	-48.8872736447576	15.1172440296109	7.69392208584787	103.118084314972	-68.5076784696308	-97.505007534299
9.984	-49.1002867544028	15.3171807420901	7.78807368223556	99.0380776444542	-68.4090437078267	-98.2675025324826
10.008	-49.3132964489534	15.5171191621166	7.88222613239689	94.9580709739363	-68.3104157762117	-99.0299907004769
10.032	-49.5263095585986	15.7170575821431	7.97637687501093	90.8780643034183	-68.2117741842184	-99.7924788684713
10.056	-49.7393158380546	15.9169960021696	8.07052932517226	86.7980644630895	-68.1131462526034	-100.554973866655
10.08	-49.9523289476998	16.1169327146488	8.16468092155995	82.7180577925716	-68.0145046606101	-101.317468864838
10.104	-50.1653386422504	16.3168711346752	8.25883337172128	78.6380511220537	-67.9158698988059	-102.079957032833
10.128	-50.3783517518956	16.5168078471544	8.35298411433532	74.5580512817249	-67.8172419671909	-102.842452031016
10.152	-50.5913614464462	16.7167462671809	8.44713656449666	70.4780446112069	-67.7186003751976	-103.6049470292
10.176	-50.8043745560914	16.9166829796601	8.54128816088435	66.398037940689	-67.6199656133934	-104.367435197194
10.2	-51.0173876657366	17.1166213996866	8.63543975727203	62.318031270171	-67.5213376817784	-105.129930195378
10.224	-51.2303939451926	17.3165581121658	8.72959135365972	58.2380314298423	-67.4226960897851	-105.892418363372
10.248	-51.4434036397432	17.5164965321923	8.82374380382105	54.1580247593243	-67.324061327981	-106.654913361556
10.272	-51.6564167493884	17.7164332446715	8.91789540020874	50.0780180888064	-67.2254265661768	-107.417408359739
10.296	-51.8694298590336	17.916371664698	9.01204699659643	45.998014833383	-67.1267918043727	-108.179903357923
10.32	-52.0824395535842	18.1163083771772	9.10619859298411	41.9180115779596	-67.0281638727577	-108.942391525917
10.344	-52.2954526632293	18.316248504751	9.20035104314545	37.8380049074417	-66.9295222807644	-109.704879693912
10.368	-52.5084623577799	18.5161852172302	9.29450178575949	33.7580016520183	-66.8308875189602	-110.467374692095
10.392	-52.7214754674251	18.7161236372567	9.38865338214717	29.6779949815004	-66.7322595873452	-111.229869690279
10.416	-52.9344817468812	18.9160603497359	9.48280583230851	25.5979900185297	-66.6336179953519	-111.992357858273
10.44	-53.1474948565263	19.1159987697624	9.57695657492255	21.5179867631064	-66.5349832335477	-112.754852856457
10.464	-53.3605045510769	19.3159354822416	9.67110902508388	17.4379818001357	-66.4363553019327	-113.51734785464
10.488	-53.5735176607221	19.515873902268	9.76526062147157	13.3579768371651	-66.3377137099394	-114.279829192445
10.512	-53.7865273552727	19.7158106147472	9.8594130716329	9.27797187419441	-66.2390857783245	-115.042324190629
10.536	-53.9995404649179	19.9157490347737	9.95356381424694	5.19796733811058	-66.1404441863311	-115.804819188812
10.56	-54.2125535745631	20.1156857472529	10.0477162644083	1.11796280202675	-66.041809424527	-116.567314186996
10.584	-54.4255598540191	20.3156241672794	10.141867860796	-2.96204173405708	-65.943181492912	-117.329809185179
10.608	-54.6385729636643	20.5155608797586	10.2360194571836	-7.04204669702774	-65.8445399009187	-118.092304183363
10.632	-54.8515826582149	20.7154992997851	10.3301710535713	-11.1220512331116	-65.7459051391145	-118.854799181547
10.656	-55.0645957678601	20.9154360122643	10.4243235037327	-15.2020561960822	-65.6472772074995	-119.617280519352
10.68	-55.2776054624107	21.1153761398381	10.5184742463467	-19.2820594515056	-65.5486356155062	-120.379775517535
10.704	-55.4906185720559	21.3153128523173	10.612626696508	-23.3620661220235	-65.4500008537021	-121.142270515719
10.728	-55.7029998892029	21.5161409044832	10.7060064815195	-27.4433722360311	-65.3507650352509	-121.905311929036
10.752	-55.9100707342701	21.7234473910768	10.7932066528794	-31.5262749067571	-65.2470622730826	-122.671003455751
10.776	-56.1093005221702	21.9401658783467	10.8713166962277	-35.6100074454673	-65.1368640010136	-123.440301322348
10.8	-56.2980869508294	22.1691991966902	10.9373714556909	-39.6927905878828	-65.018162143428	-124.213943189257
10.824	-56.4731378690676	22.4149955068041	10.9873342894695	-43.7789478437484	-64.8879377567125	-124.994278641553
10.848	-56.6296140878581	22.6833741298615	11.0154268575258	-47.8681172130379	-64.742242991527	-125.783233792581
10.872	-56.7598931160869	22.9834072646272	11.0125086592029	-51.958113035217	-64.5749238474292	-126.583636340658
10.896	-56.851113707547	23.3319962142026	10.9624655707015	-56.0587229713663	-64.3746763613428	-127.402849229709
10.92	-56.8783012755382	23.7507380367431	10.8373279673704	-60.084846279522	-64.1264809472828	-128.233331930891
10.944	-56.7881325332103	24.2996530195804	10.5715362784612	-63.9722211248781	-63.7902443948214	-129.083062105154
10.968	-56.5007284182199	24.9985418811182	10.0870794983687	-66.9717465102134	-63.3491712687895	-129.825886158528
10.992	-56.0289877428146	25.754932397731	9.41608769072218	-68.3329554004727	-62.8628071583713	-130.295366041318
11.016	-55.4710944763134	26.4886569315832	8.6605364336036	-68.392664914197	-62.3889491243233	-130.519013755501
11.04	-54.9025563599907	27.2019250488711	7.88055102850294	-68.0059669241475	-61.932473921713	-130.644115500339
11.064	-54.3348754324089	27.9333307335001	7.06880012111985	-67.6255527081345	-61.4717503414389	-130.758958301043
11.088	-53.7751619204938	28.6737795885901	6.23486860129397	-67.2556023419299	-61.0122152140805	-130.86127453481
11.112	-53.2233441072593	29.4233826047152	5.37837355154495	-66.8966007689649	-60.5534928792333	-130.950613409154
11.136	-52.6793502757191	30.1822371120712	4.49893205439245	-66.5490124421029	-60.0951940161146	-131.026483150454
11.16	-52.1431087088868	30.9504626389684	3.59615948480883	-66.2133223047752	-59.6369293039417	-131.088378324713
11.184	-51.6145442746816	31.7281582231498	2.66967292531375	-65.8900084702234	-59.1783162521212	-131.135848139445
11.208	-51.0935886712118	32.5154297325475	1.71908839120981	-65.579562712068	-58.7189723700595	-131.168414481407
11.232	-50.5801701814911	33.3123830350938	0.744022271325568	-65.2824289926049	-58.2585015067848	-131.185599237359
11.256	-50.0742136734387	34.1191205836261	-0.255906911076279	-64.999119576022	-57.7965348320818	-131.186924294058
11.28	-49.575640599879	34.9357550762657	-1.28103548945151	-64.7300169529127	-57.3326761949787	-131.171966179776
11.304	-49.08434509288	35.7626416828496	-2.33213415459842	-64.4757699912481	-56.8665396897875	-131.140069196352
11.328	-48.6002520203607	36.6002346109574	-3.41015059526434	-64.2371709929721	-56.3977155051578	-131.090331758816
11.352	-48.1232589294837	37.4489914832636	-4.51603228675322	-64.0149985996499	-55.9257801693612	-131.021920584089
11.376	-47.6532770277897	38.3093562620643	-5.65072734469921	-63.8100246226578	-55.4503238710474	-130.933961407957
11.4	-47.1902175228196	39.1817934002229	-6.81518281751941	-63.6230277035612	-54.9709436290555	-130.825593626586
11.424	-46.7339847919248	40.0667536902248	-8.01034767462163	-63.4548001443038	-54.487222801846	-130.695956636139
11.448	-46.2844900426463	40.9646845094605	-9.23716747031911	-63.3061000958834	-53.998741332785	-130.544189832781
11.472	-45.8416444825247	41.8760366504153	-10.4965723909994	-63.1777130300547	-53.5050996558061	-130.369446273056
11.496	-45.4053456587227	42.8011003961289	-11.7891669084041	-63.0701033996811	-53.0059221105049	-130.171234183342
11.52	-44.9755081938754	43.7409378410173	-13.1170069094734	-62.984807997326	-52.5007169232612	-129.947764054078
11.544	-44.5520228049563	44.6969047776306	-14.4827194557167	-62.9237665967136	-51.9889308487521	-129.69675460208
11.568	-44.1348041146006	45.6703433381408	-15.8889324624173	-62.8889462923249	-51.4700208869387	-129.415924544165
11.592	-43.7237530850655	46.6626195603819	-17.3382746986319	-62.8822936880733	-50.9434474528766	-129.102992597152
11.616	-43.3187843389863	47.6750721614313	-18.8333706645491	-62.9057553878723	-50.4086504710538	-128.7556501571
11.64	-42.9197954235254	48.7090637640282	-20.3768482754521	-62.9612916560137	-49.8650903565258	-128.371656921962
11.664	-42.5266907160345	49.7659365003447	-21.9713371541714	-63.0508559266	-49.3122206941591	-127.94869062742
11.688	-42.1393814240543	50.8470666534985	-23.619494244294	-63.1764221243016	-48.7494916537255	-127.484456329912
11.712	-41.7577719249366	51.954796978375	-25.3258479612397	-63.3413233814332	-48.1761860653622	-126.9750061801
11.736	-41.3817768413165	53.0926655129641	-27.0972455696515	-63.5506481889266	-47.5914228346661	-126.414274969998
11.76	-41.0124582676102	54.2604946723474	-28.9346825696008	-63.8085971131213	-46.9961957541616	-125.798246548376
11.784	-40.6807193947173	55.3564873171352	-30.6765549777779	-64.0907249069778	-46.4425337898512	-125.182354730538
11.808	-40.4137956019532	56.2738978358838	-32.1472996117568	-64.356767605339	-45.9830259832494	-124.6385487292
11.832	-40.2089753042174	57.0016954730837	-33.3222458282553	-64.5876894709879	-45.6213469761297	-124.188288998734
11.856	-40.0629868408975	57.5339823603865	-34.1860700978705	-64.7677810688337	-45.3585486176243	-123.848309502608
11.88	-39.9731288721769	57.8675073277474	-34.7292579670887	-64.8854310772871	-45.1946445681115	-123.630699675651
11.904	-39.9351120392566	58.009991904023	-34.9617507762468	-64.9368282507915	-45.1248092989427	-123.536661631158
11.928	-39.9274280764403	58.0389109249689	-35.0089781192628	-64.9473399119241	-45.1106434866041	-123.517496120347
